time,x_boom,y_boom,angle_boom,theta1,theta2,xt2,theta1_dot,theta2_dot,xt2_dot,fc1,fc2,fct2
0.064,2.87073986510111,2.20779816658689,0.00393262778183292,0.783280479861294,-0.779347852079461,0,-0.0473605530717123,0.135303465792276,0,57568.6764321386,42765.5648055561,39.3619169321695
0.065,2.87078253632823,2.20792384902589,0.00402066492109842,0.783233068288703,-0.779212403367604,0,-0.0474115725907041,0.135448711856384,0,57524.7172327425,42726.7294622857,37.6755471140901
0.066,2.87082523192991,2.20804965076031,0.00410878859316094,0.783185609833064,-0.779076821239903,0,-0.0474584556386617,0.135582127701127,0,57484.1553686289,42691.1824754021,36.161690803122
0.067,2.8708679484285,2.20817556164846,0.00419699170764378,0.78313810830595,-0.778941116598306,0,-0.0475015271141501,0.135704641597044,0,57446.7359119177,42658.6771287478,34.8073678767425
0.068,2.87091068262212,2.20830157234659,0.00428526773226306,0.783090567218416,-0.778805299486152,0,-0.0475410875343414,0.135817112153632,0,57412.2216877198,42628.9838908445,33.6005051730205
0.069,2.87095343156374,2.2084276742486,0.00437361065070178,0.783042989803683,-0.778669379152981,0,-0.0475774147328138,0.135920333171271,0,57380.3922037218,42601.8893783214,32.5298815376638
0.07,2.87099619254174,2.20855385943012,0.00446201492344741,0.782995379038228,-0.77853336411478,0,-0.047610765455147,0.136015038200867,0,57351.0426227133,42577.1953610063,31.585075108321
0.071,2.87103896306185,2.20868012059637,0.00455047545141193,0.78294773766137,-0.778397262209958,0,-0.0476413768575412,0.136101904822112,0,57323.9827796875,42554.7178101991,30.756412902814
0.072,2.87108174083036,2.20880645103393,0.00463898754215595,0.782900068193462,-0.778261080651306,0,-0.047669467908463,0.136181558652424,0,57299.0362441199,42534.2859907661,30.034922755474
0.073,2.87112452373863,2.20893284456591,0.00472754687855354,0.782852372952758,-0.778124826074204,0,-0.0476952407037743,0.13625457710134,0,57276.0394279554,42515.7415975049,29.4122876106046
0.074,2.87116730984864,2.20905929551034,0.00481614948973838,0.782804654071064,-0.777988504581325,0,-0.0477188816942089,0.136321492879233,0,57254.8407390847,42498.9379355582,28.8808021572252
0.075,2.87121009737967,2.20918579864178,0.00490479172418158,0.78275691350823,-0.777852121784049,0,-0.0477405628338374,0.136382797276724,0,57235.2997794243,42483.7391440959,28.4333317813033
0.076,2.87125288469598,2.20931234915555,0.00499347022475472,0.782709153065581,-0.777715682840826,0,-0.0477604426489506,0.136438943222061,0,57217.2865872091,42470.0194627821,28.0632737840794
0.077,2.87129567029534,2.20943894263482,0.0050821819056512,0.782661374398342,-0.777579192492691,0,-0.0477786672385037,0.136490348135226,0,57200.6809219667,42457.6625396015,27.7645208042919
0.078,2.87133845279848,2.20956557501999,0.00517092393103182,0.78261357902714,-0.777442655096109,0,-0.0477953712021417,0.136537396582639,0,57185.3715912937,42446.5607791347,27.5314263802144
0.079,2.87138123093934,2.20969224258053,0.00525969369527558,0.782565768348634,-0.777306074653358,0,-0.0478106785066075,0.136580442750414,0,57171.255817466,42436.6147294845,27.3587725816852
0.08,2.87142400355605,2.20981894188884,0.00534848880472999,0.782517943645343,-0.777169454840614,0,-0.0478247032903028,0.13661981274447,0,57158.2386429175,42427.732506755,27.2417396149093
0.081,2.87146676958256,2.20994566979615,0.0054373070608456,0.782470106094733,-0.777032799033887,0,-0.0478375506107795,0.13665580672648,0,57146.2323724778,42419.8292551965,27.1758773355536
0.082,2.87150952804099,2.21007242341024,0.00552614644460443,0.782422256777592,-0.776896110332988,0,-0.0478493171401624,0.136688700898958,0,57135.156051073,42412.8266416523,27.1570785720558
0.083,2.87155227803454,2.21019920007493,0.00561500510214154,0.782374396685783,-0.776759391583642,0,-0.0478600918089569,0.136718749346528,0,57124.9349750586,42406.6523825707,27.181554174631
0.084,2.8715950187409,2.21032599735107,0.00570388133148202,0.782326526729379,-0.776622645397896,0,-0.0478699564049521,0.13674618574521,0,57115.5002354642,42401.2398019271,27.2458097054071
0.085,2.87163774940626,2.21045281299906,0.00579277357030039,0.782278647743253,-0.776485874172952,0,-0.0478789861260793,0.136771224944482,0,57106.7882915663,42396.5274185183,27.3466236851711
0.086,2.87168046933972,2.21057964496274,0.00588168038464112,0.782230760493158,-0.776349080108517,0,-0.0478872500947318,0.136794064435321,0,57098.7405732948,42392.4585611157,27.4810273023491
0.087,2.8717231779082,2.21070649135449,0.00597060045851511,0.782182865681324,-0.776212265222809,0,-0.0478948118333165,0.136814885707508,0,57091.3031104523,42388.9810096556,27.646285517539
0.088,2.87176587453168,2.21083335044156,0.00605953258431863,0.782134963951621,-0.776075431367302,0,-0.0479017297034261,0.136833855506893,0,57084.4261876857,42386.0466613064,27.8398794717771
0.089,2.8718085586789,2.21096022063345,0.00614847565400321,0.782087055894308,-0.775938580240304,0,-0.047908057313407,0.136851126997954,0,57078.0640234928,42383.6112197821,28.0594901188591
0.09,2.87185122986331,2.21108710047027,0.00623742865094818,0.782039142050414,-0.775801713399465,0,-0.0479138438937525,0.13686684083882,0,57072.1744715607,42381.6339063616,28.3029830252046
0.091,2.87189388763942,2.21121398861205,0.00632639064247624,0.781991222915768,-0.775664832273292,0,-0.047919134645781,0.136881126173989,0,57066.7187435287,42380.0771915638,28.5683942420795
0.092,2.87193653159945,2.21134088382892,0.0064153607729667,0.781943298944706,-0.775527938171739,0,-0.0479239710617776,0.136894101552116,0,57061.6611515782,42378.9065460367,28.8539171975599
